[21:48:22] [main/INFO]: ModLauncher running: args [--username, Lindo_Comunista, --version, forge-31.2.56, --gameDir, C:\Users\athos\curseforge\minecraft\Instances\All the Mods 5 - ATM5, --assetsDir, C:\Users\athos\curseforge\minecraft\Install\assets, --assetIndex, 1.15, --uuid, 1a8c5e2492204c419b1cc071070ea9ad, --accessToken, ????????, --userType, msa, --versionType, release, --width, 1024, --height, 768, --launchTarget, fmlclient, --fml.forgeVersion, 31.2.56, --fml.mcVersion, 1.15.2, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20200515.085601]
[21:48:22] [main/INFO]: ModLauncher 5.1.2+70+master.2845bb9 starting: java version 1.8.0_51 by Oracle Corporation
[21:48:24] [main/INFO]: Added Lets Encrypt root certificates as additional trust
[21:48:24] [main/INFO]: MixinBootstrap v1.1.0
[21:48:24] [main/INFO]: Mixin v0.8.4
[21:48:24] [main/INFO]: ModLauncher v5.1.2+70+master.2845bb9 (4.0)
[21:48:24] [main/INFO]: SpongePowered MIXIN Subsystem Version=0.8.2 Source=file:/C:/Users/athos/curseforge/minecraft/Install/libraries/org/spongepowered/mixin/0.8.2/mixin-0.8.2.jar Service=ModLauncher Env=CLIENT
[21:48:36] [main/INFO]: [org.antlr.v4.runtime.ConsoleErrorListener:syntaxError:38]: line 16:0 token recognition error at: '`'
[21:48:36] [main/INFO]: [org.antlr.v4.runtime.ConsoleErrorListener:syntaxError:38]: line 13:99 token recognition error at: ';'
[21:48:42] [main/INFO]: Successfully loaded Mixin Connector [me.jellysquid.mods.phosphor.mixin.PhosphorMixinConnector]
[21:48:42] [main/INFO]: Launching target 'fmlclient' with arguments [--version, forge-31.2.56, --gameDir, C:\Users\athos\curseforge\minecraft\Instances\All the Mods 5 - ATM5, --assetsDir, C:\Users\athos\curseforge\minecraft\Install\assets, --uuid, 1a8c5e2492204c419b1cc071070ea9ad, --username, Lindo_Comunista, --assetIndex, 1.15, --accessToken, ????????, --userType, msa, --versionType, release, --width, 1024, --height, 768]
[21:48:43] [main/INFO]: Adding 'add_enchantment_tooltip' ASM patch...
[21:48:43] [main/INFO]: Added 'add_enchantment_tooltip' ASM patch!
[21:48:43] [main/INFO]: Adding 'add_missing_tag_enchantment_tooltip' ASM patch...
[21:48:43] [main/INFO]: Added 'add_missing_tag_enchantment_tooltip' ASM patch!
[21:48:44] [main/INFO]: Adding 'on_block_change' ASM patch...
[21:48:44] [main/INFO]: Added 'on_block_change' ASM patch!
[21:48:44] [main/INFO]: Adding 'sun_brightness_server' ASM patch...
[21:48:44] [main/INFO]: Added 'sun_brightness_server' ASM patch!
[21:48:51] [main/INFO]: Inserted after-TER callback
[21:48:51] [main/INFO]: Inserted wire collision callback
[21:48:53] [main/INFO]: Adding 'on_block_change' ASM patch...
[21:48:53] [main/INFO]: Added 'on_block_change' ASM patch!
[21:48:53] [main/INFO]: Adding 'sun_brightness_server' ASM patch...
[21:48:53] [main/INFO]: Added 'sun_brightness_server' ASM patch!
[21:48:55] [main/INFO]: Adding 'set_player_field' ASM patch...
[21:48:55] [main/INFO]: Added 'set_player_field' ASM patch!
[21:48:55] [main/INFO]: Adding 'water_movement_slowdown_prevention' ASM patch...
[21:48:55] [main/INFO]: Added 'water_movement_slowdown_prevention' ASM patch!
[21:48:55] [main/INFO]: Adding 'set_player_field' ASM patch...
[21:48:55] [main/INFO]: Added 'set_player_field' ASM patch!
[21:48:55] [main/INFO]: Adding 'water_movement_slowdown_prevention' ASM patch...
[21:48:55] [main/INFO]: Added 'water_movement_slowdown_prevention' ASM patch!
[21:48:55] [main/INFO]: Inserted wire collision callback
[21:48:59] [main/INFO]: Setting user: Lindo_Comunista
[21:48:59] [pool-3-thread-1/INFO]: Inserted block update callback
[21:49:00] [pool-3-thread-1/INFO]: Inserted block update callback
[21:49:10] [pool-3-thread-1/INFO]: Adding 'add_player_field' ASM patch...
[21:49:10] [pool-3-thread-1/INFO]: Added 'add_player_field' ASM patch!
[21:49:17] [pool-3-thread-1/INFO]: Adding 'add_enchantment_tooltip' ASM patch...
[21:49:17] [pool-3-thread-1/INFO]: Added 'add_enchantment_tooltip' ASM patch!
[21:49:17] [pool-3-thread-1/INFO]: Adding 'add_missing_tag_enchantment_tooltip' ASM patch...
[21:49:17] [pool-3-thread-1/INFO]: Added 'add_missing_tag_enchantment_tooltip' ASM patch!
[21:49:32] [main/INFO]: Backend library: LWJGL version 3.2.2 build 10
[21:49:36] [main/WARN]: Cryptography is restricted in this Java installation
[21:49:36] [main/WARN]: Please complain to Mojang for shipping a 5 year old Java version
[21:49:36] [main/INFO]: Cryptography restriction removed successfully
[21:49:37] [main/INFO]: Inserted after-TER callback
[21:49:37] [main/INFO]: Adding 'reach_set_client_renderer' ASM patch...
[21:49:37] [main/INFO]: Added 'reach_set_client_renderer' ASM patch!
[21:49:37] [main/INFO]: Adding 'reach_set_client_renderer' ASM patch...
[21:49:37] [main/INFO]: Added 'reach_set_client_renderer' ASM patch!
[21:49:43] [main/INFO]: Inserted arm angle callback
[21:49:45] [main/INFO]: Potentially Dangerous alternative prefix `citadel` for name `debug`, expected `minecraft`. This could be a intended override, but in most cases indicates a broken mod.
[21:49:47] [main/INFO]: Potentially Dangerous alternative prefix `rats` for name `block_of_cheese`, expected `minecraft`. This could be a intended override, but in most cases indicates a broken mod.
[21:49:47] [main/INFO]: Potentially Dangerous alternative prefix `rats` for name `cauldron_milk`, expected `minecraft`. This could be a intended override, but in most cases indicates a broken mod.
[21:49:47] [main/INFO]: Potentially Dangerous alternative prefix `rats` for name `cauldron_cheese`, expected `minecraft`. This could be a intended override, but in most cases indicates a broken mod.
[21:49:47] [main/INFO]: Potentially Dangerous alternative prefix `rats` for name `rat_hole`, expected `minecraft`. This could be a intended override, but in most cases indicates a broken mod.
[21:49:47] [main/INFO]: Potentially Dangerous alternative prefix `rats` for name `ratglove_flower`, expected `minecraft`. This could be a intended override, but in most cases indicates a broken mod.
[21:49:47] [main/INFO]: Potentially Dangerous alternative prefix `rats` for name `rat_cage`, expected `minecraft`. This could be a intended override, but in most cases indicates a broken mod.
[21:49:49] [main/INFO]: Potentially Dangerous alternative prefix `rats` for name `rat_cage_decorated`, expected `minecraft`. This could be a intended override, but in most cases indicates a broken mod.
[21:49:50] [main/INFO]: Potentially Dangerous alternative prefix `rats` for name `rat_cage_breeding_lantern`, expected `minecraft`. This could be a intended override, but in most cases indicates a broken mod.
[21:49:50] [main/INFO]: Potentially Dangerous alternative prefix `rats` for name `fish_barrel`, expected `minecraft`. This could be a intended override, but in most cases indicates a broken mod.
[21:49:50] [main/INFO]: Potentially Dangerous alternative prefix `rats` for name `rat_crafting_table`, expected `minecraft`. This could be a intended override, but in most cases indicates a broken mod.
[21:49:50] [main/INFO]: Potentially Dangerous alternative prefix `rats` for name `auto_curdler`, expected `minecraft`. This could be a intended override, but in most cases indicates a broken mod.
[21:49:50] [main/INFO]: Potentially Dangerous alternative prefix `rats` for name `rat_trap`, expected `minecraft`. This could be a intended override, but in most cases indicates a broken mod.
[21:49:51] [main/INFO]: Potentially Dangerous alternative prefix `rats` for name `rat_tube`, expected `minecraft`. This could be a intended override, but in most cases indicates a broken mod.
[21:49:51] [main/INFO]: Potentially Dangerous alternative prefix `rats` for name `rat_upgrade_block`, expected `minecraft`. This could be a intended override, but in most cases indicates a broken mod.
[21:49:51] [main/INFO]: Potentially Dangerous alternative prefix `rats` for name `chunky_cheese_token`, expected `minecraft`. This could be a intended override, but in most cases indicates a broken mod.
[21:49:51] [main/INFO]: Potentially Dangerous alternative prefix `rats` for name `dye_sponge`, expected `minecraft`. This could be a intended override, but in most cases indicates a broken mod.
[21:49:51] [main/INFO]: Potentially Dangerous alternative prefix `rats` for name `garbage_pile`, expected `minecraft`. This could be a intended override, but in most cases indicates a broken mod.
[21:49:51] [main/INFO]: Potentially Dangerous alternative prefix `rats` for name `cursed_garbage`, expected `minecraft`. This could be a intended override, but in most cases indicates a broken mod.
[21:49:51] [main/INFO]: Potentially Dangerous alternative prefix `rats` for name `compressed_garbage`, expected `minecraft`. This could be a intended override, but in most cases indicates a broken mod.
[21:49:51] [main/INFO]: Potentially Dangerous alternative prefix `rats` for name `purified_garbage`, expected `minecraft`. This could be a intended override, but in most cases indicates a broken mod.
[21:49:51] [main/INFO]: Potentially Dangerous alternative prefix `rats` for name `pied_garbage`, expected `minecraft`. This could be a intended override, but in most cases indicates a broken mod.
[21:49:51] [main/INFO]: Potentially Dangerous alternative prefix `rats` for name `cheese_ore`, expected `minecraft`. This could be a intended override, but in most cases indicates a broken mod.
[21:49:51] [main/INFO]: Potentially Dangerous alternative prefix `rats` for name `ratlantean_gem_ore`, expected `minecraft`. This could be a intended override, but in most cases indicates a broken mod.
[21:49:51] [main/INFO]: Potentially Dangerous alternative prefix `rats` for name `oratchalcum_ore`, expected `minecraft`. This could be a intended override, but in most cases indicates a broken mod.
[21:49:51] [main/INFO]: Potentially Dangerous alternative prefix `rats` for name `oratchalcum_block`, expected `minecraft`. This could be a intended override, but in most cases indicates a broken mod.
[21:49:51] [main/INFO]: Potentially Dangerous alternative prefix `rats` for name `marbled_cheese_raw`, expected `minecraft`. This could be a intended override, but in most cases indicates a broken mod.
[21:49:51] [main/INFO]: Potentially Dangerous alternative prefix `rats` for name `marbled_cheese`, expected `minecraft`. This could be a intended override, but in most cases indicates a broken mod.
[21:49:51] [main/INFO]: Potentially Dangerous alternative prefix `rats` for name `black_marbled_cheese`, expected `minecraft`. This could be a intended override, but in most cases indicates a broken mod.
[21:49:51] [main/INFO]: Potentially Dangerous alternative prefix `rats` for name `marbled_cheese_slab`, expected `minecraft`. This could be a intended override, but in most cases indicates a broken mod.
[21:49:51] [main/INFO]: Potentially Dangerous alternative prefix `rats` for name `marbled_cheese_stairs`, expected `minecraft`. This could be a intended override, but in most cases indicates a broken mod.
[21:49:51] [main/INFO]: Potentially Dangerous alternative prefix `rats` for name `marbled_cheese_tile`, expected `minecraft`. This could be a intended override, but in most cases indicates a broken mod.
[21:49:51] [main/INFO]: Potentially Dangerous alternative prefix `rats` for name `marbled_cheese_chiseled`, expected `minecraft`. This could be a intended override, but in most cases indicates a broken mod.
[21:49:51] [main/INFO]: Potentially Dangerous alternative prefix `rats` for name `marbled_cheese_pillar`, expected `minecraft`. This could be a intended override, but in most cases indicates a broken mod.
